yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 10.000000
 yellow line angle: -0.267965, obstacle angle: 0.331612, obstacle dist: 17.986065, obstacle steering: -0.094806, steer: -0.105712, speed: 70.000000
 yellow line angle: -0.272160, obstacle angle: 0.331612, obstacle dist: 17.900654, obstacle steering: -0.101153, steer: -0.106892, speed: 70.000000
 yellow line angle: -0.276362, obstacle angle: 0.322886, obstacle dist: 17.992655, obstacle steering: -0.102841, steer: -0.109616, speed: 70.000000
 yellow line angle: -0.278641, obstacle angle: 0.314159, obstacle dist: 18.150768, obstacle steering: -0.106081, steer: -0.108010, speed: 70.000000
 yellow line angle: -0.280723, obstacle angle: 0.305432, obstacle dist: 18.347839, obstacle steering: -0.104988, steer: -0.109821, speed: 70.000000
 yellow line angle: -0.281879, obstacle angle: 0.296706, obstacle dist: 18.477444, obstacle steering: -0.107293, steer: -0.109949, speed: 70.000000
 yellow line angle: -0.282539, obstacle angle: 0.287979, obstacle dist: 18.658062, obstacle steering: -0.107914, steer: -0.110818, speed: 70.000000
 yellow line angle: -0.281892, obstacle angle: 0.279252, obstacle dist: 18.907103, obstacle steering: -0.109271, steer: -0.109733, speed: 70.000000
 yellow line angle: -0.280787, obstacle angle: 0.279252, obstacle dist: 18.964306, obstacle steering: -0.108190, steer: -0.110226, speed: 70.000000
 yellow line angle: -0.278551, obstacle angle: 0.287979, obstacle dist: 18.846376, obstacle steering: -0.108211, steer: -0.109076, speed: 70.000000
 yellow line angle: -0.275869, obstacle angle: 0.287979, obstacle dist: 18.950956, obstacle steering: -0.107072, steer: -0.109167, speed: 70.000000
 yellow line angle: -0.271169, obstacle angle: 0.296706, obstacle dist: 18.973289, obstacle steering: -0.106706, steer: -0.106706, speed: 70.000000
 yellow line angle: -0.264339, obstacle angle: 0.296706, obstacle dist: 19.188850, obstacle steering: -0.104272, steer: -0.104272, speed: 70.000000
 yellow line angle: -0.255639, obstacle angle: 0.296706, obstacle dist: 19.378710, obstacle steering: -0.101862, steer: -0.101862, speed: 70.000000
 yellow line angle: -0.248186, obstacle angle: 0.305432, obstacle dist: 19.467857, obstacle steering: -0.099014, steer: -0.099014, speed: 70.000000
 yellow line angle: -0.239943, obstacle angle: 0.314159, obstacle dist: 19.559357, obstacle steering: -0.095734, steer: -0.096743, speed: 70.000000
 yellow line angle: -0.231633, obstacle angle: 0.322886, obstacle dist: 19.566536, obstacle steering: -0.093018, steer: -0.095919, speed: 70.000000
 yellow line angle: -0.221428, obstacle angle: 0.322886, obstacle dist: 19.697536, obstacle steering: -0.092219, steer: -0.092219, speed: 70.000000
 yellow line angle: -0.212788, obstacle angle: 0.331612, obstacle dist: 19.716240, obstacle steering: -0.088079, steer: -0.093154, speed: 70.000000
 yellow line angle: -0.204315, obstacle angle: 0.331612, obstacle dist: 19.923193, obstacle steering: -0.089057, steer: -0.092594, speed: 70.000000
 yellow line angle: -0.002852, obstacle angle: 0.087266, obstacle dist: 19.596762, obstacle steering: -0.011151, steer: -0.011151, speed: 70.000000
 yellow line angle: -0.004567, obstacle angle: 0.095993, obstacle dist: 18.539688, obstacle steering: -0.019458, steer: -0.019458, speed: 70.000000
 yellow line angle: -0.005281, obstacle angle: 0.095993, obstacle dist: 17.562767, obstacle steering: -0.028227, steer: -0.028227, speed: 70.000000
 yellow line angle: -0.004809, obstacle angle: 0.095993, obstacle dist: 16.712666, obstacle steering: -0.037442, steer: -0.037442, speed: 70.000000
 yellow line angle: -0.002465, obstacle angle: 0.113446, obstacle dist: 15.694138, obstacle steering: -0.046142, steer: -0.037442, speed: 70.000000
 yellow line angle: 0.002704, obstacle angle: 0.130900, obstacle dist: 14.635336, obstacle steering: -0.045579, steer: -0.037442, speed: 70.000000
 yellow line angle: 0.011429, obstacle angle: 0.148353, obstacle dist: 13.769076, obstacle steering: -0.044824, steer: -0.037442, speed: 70.000000
 yellow line angle: 0.021708, obstacle angle: 0.174533, obstacle dist: 12.744780, obstacle steering: -0.043363, steer: -0.037442, speed: 70.000000
 yellow line angle: 0.033958, obstacle angle: 0.200713, obstacle dist: 11.833950, obstacle steering: -0.041606, steer: -0.037442, speed: 70.000000
 yellow line angle: 0.047862, obstacle angle: 0.235619, obstacle dist: 10.885124, obstacle steering: -0.038763, steer: -0.037442, speed: 70.000000
 yellow line angle: 0.063559, obstacle angle: 0.279252, obstacle dist: 9.990769, obstacle steering: -0.034514, steer: -0.037442, speed: 70.000000
 yellow line angle: 0.080741, obstacle angle: 0.314159, obstacle dist: 9.036679, obstacle steering: -0.030342, steer: -0.037442, speed: 70.000000
 yellow line angle: 0.095975, obstacle angle: -0.078540, obstacle dist: 19.791998, obstacle steering: 0.030593, steer: 0.030593, speed: 70.000000
 yellow line angle: 0.088894, obstacle angle: -0.087266, obstacle dist: 18.895494, obstacle steering: 0.039206, steer: 0.039206, speed: 70.000000
 yellow line angle: 0.080193, obstacle angle: -0.104720, obstacle dist: 17.931322, obstacle steering: 0.047308, steer: 0.047308, speed: 70.000000
 yellow line angle: 0.068356, obstacle angle: -0.113446, obstacle dist: 16.891132, obstacle steering: 0.055392, steer: 0.055392, speed: 70.000000
 yellow line angle: 0.054333, obstacle angle: -0.130900, obstacle dist: 15.985304, obstacle steering: 0.062843, steer: 0.055392, speed: 70.000000
 yellow line angle: 0.037642, obstacle angle: -0.148353, obstacle dist: 14.925736, obstacle steering: 0.062202, steer: 0.055392, speed: 70.000000
 yellow line angle: 0.018162, obstacle angle: -0.174533, obstacle dist: 14.009116, obstacle steering: 0.060779, steer: 0.055392, speed: 70.000000
 yellow line angle: -0.004025, obstacle angle: -0.209439, obstacle dist: 13.060119, obstacle steering: 0.058498, steer: 0.055392, speed: 70.000000
 yellow line angle: -0.028167, obstacle angle: -0.253073, obstacle dist: 12.183014, obstacle steering: 0.055140, steer: 0.055392, speed: 70.000000
 yellow line angle: -0.055261, obstacle angle: -0.287979, obstacle dist: 11.238157, obstacle steering: 0.052012, steer: 0.055392, speed: 70.000000
 yellow line angle: -0.083682, obstacle angle: -0.331612, obstacle dist: 10.325032, obstacle steering: 0.047488, steer: 0.055392, speed: 70.000000
 yellow line angle: -0.177064, obstacle angle: 0.061086, obstacle dist: 19.851885, obstacle steering: -0.113481, steer: -0.113481, speed: 70.000000
 yellow line angle: -0.196700, obstacle angle: 0.078540, obstacle dist: 18.876263, obstacle steering: -0.122564, steer: -0.122564, speed: 70.000000
 yellow line angle: -0.203053, obstacle angle: 0.095993, obstacle dist: 18.006413, obstacle steering: -0.131117, steer: -0.131117, speed: 70.000000
 yellow line angle: -0.197677, obstacle angle: 0.130900, obstacle dist: 16.930178, obstacle steering: -0.138152, steer: -0.138152, speed: 70.000000
 yellow line angle: -0.181357, obstacle angle: 0.174533, obstacle dist: 16.038040, obstacle steering: -0.142858, steer: -0.142858, speed: 70.000000
 yellow line angle: -0.157762, obstacle angle: 0.226893, obstacle dist: 15.120743, obstacle steering: -0.144386, steer: -0.144386, speed: 70.000000
 yellow line angle: -0.127342, obstacle angle: 0.296706, obstacle dist: 14.215184, obstacle steering: -0.141100, steer: -0.144386, speed: 70.000000
 yellow line angle: -0.111004, obstacle angle: 0.331612, obstacle dist: 19.827522, obstacle steering: -0.049669, steer: -0.061588, speed: 70.000000
 yellow line angle: -0.126546, obstacle angle: 0.322886, obstacle dist: 19.631512, obstacle steering: -0.057875, steer: -0.066365, speed: 70.000000
 yellow line angle: -0.143324, obstacle angle: 0.314159, obstacle dist: 19.499908, obstacle steering: -0.063074, steer: -0.073892, speed: 70.000000
 yellow line angle: -0.159098, obstacle angle: 0.305432, obstacle dist: 19.443550, obstacle steering: -0.071041, steer: -0.076783, speed: 70.000000
 yellow line angle: -0.171841, obstacle angle: 0.305432, obstacle dist: 19.286989, obstacle steering: -0.073909, steer: -0.074936, speed: 70.000000
 yellow line angle: -0.182764, obstacle angle: 0.296706, obstacle dist: 19.262394, obstacle steering: -0.072511, steer: -0.075124, speed: 70.000000
 yellow line angle: -0.193455, obstacle angle: 0.287979, obstacle dist: 19.225122, obstacle steering: -0.073149, steer: -0.078493, speed: 70.000000
 yellow line angle: -0.204667, obstacle angle: 0.287979, obstacle dist: 19.081535, obstacle steering: -0.076503, steer: -0.083568, speed: 70.000000
 yellow line angle: -0.215241, obstacle angle: 0.287979, obstacle dist: 18.987219, obstacle steering: -0.081567, steer: -0.086227, speed: 70.000000
 yellow line angle: -0.224246, obstacle angle: 0.279252, obstacle dist: 19.050606, obstacle steering: -0.084691, steer: -0.086684, speed: 70.000000
 yellow line angle: -0.233617, obstacle angle: 0.279252, obstacle dist: 18.947565, obstacle steering: -0.085141, steer: -0.091161, speed: 70.000000
 yellow line angle: -0.241935, obstacle angle: 0.279252, obstacle dist: 18.875731, obstacle steering: -0.089611, steer: -0.092584, speed: 70.000000
 yellow line angle: -0.248929, obstacle angle: 0.279252, obstacle dist: 18.862972, obstacle steering: -0.091033, steer: -0.093180, speed: 70.000000
 yellow line angle: -0.253190, obstacle angle: 0.279252, obstacle dist: 18.859030, obstacle steering: -0.091629, steer: -0.091629, speed: 70.000000
 yellow line angle: -0.257881, obstacle angle: 0.279252, obstacle dist: 18.832111, obstacle steering: -0.090076, steer: -0.093877, speed: 70.000000
 yellow line angle: -0.262330, obstacle angle: 0.279252, obstacle dist: 18.811127, obstacle steering: -0.092322, steer: -0.096082, speed: 70.000000
 yellow line angle: -0.266828, obstacle angle: 0.279252, obstacle dist: 18.847788, obstacle steering: -0.094530, steer: -0.098905, speed: 70.000000
 yellow line angle: -0.269288, obstacle angle: 0.279252, obstacle dist: 18.898848, obstacle steering: -0.097357, steer: -0.097357, speed: 70.000000
 yellow line angle: -0.269807, obstacle angle: 0.279252, obstacle dist: 18.933170, obstacle steering: -0.095812, steer: -0.095812, speed: 70.000000
 yellow line angle: -0.269766, obstacle angle: 0.279252, obstacle dist: 18.971231, obstacle steering: -0.094270, steer: -0.095412, speed: 70.000000
 yellow line angle: -0.268740, obstacle angle: 0.287979, obstacle dist: 18.892942, obstacle steering: -0.093402, steer: -0.094800, speed: 70.000000
 yellow line angle: -0.268756, obstacle angle: 0.287979, obstacle dist: 18.983395, obstacle steering: -0.092799, steer: -0.098500, speed: 70.000000
 yellow line angle: -0.266982, obstacle angle: 0.287979, obstacle dist: 19.034790, obstacle steering: -0.096505, steer: -0.096505, speed: 70.000000
 yellow line angle: -0.265974, obstacle angle: 0.287979, obstacle dist: 19.095198, obstacle steering: -0.094516, steer: -0.098955, speed: 70.000000
 yellow line angle: -0.263468, obstacle angle: 0.296706, obstacle dist: 19.048786, obstacle steering: -0.096503, steer: -0.096912, speed: 70.000000
 yellow line angle: -0.260738, obstacle angle: 0.296706, obstacle dist: 19.192225, obstacle steering: -0.094478, steer: -0.097346, speed: 70.000000
 yellow line angle: -0.256667, obstacle angle: 0.296706, obstacle dist: 19.272251, obstacle steering: -0.094922, steer: -0.095188, speed: 70.000000
 yellow line angle: -0.252234, obstacle angle: 0.296706, obstacle dist: 19.365633, obstacle steering: -0.092776, steer: -0.094869, speed: 70.000000
 yellow line angle: -0.247776, obstacle angle: 0.305432, obstacle dist: 19.344677, obstacle steering: -0.092003, steer: -0.095191, speed: 70.000000
 yellow line angle: -0.242417, obstacle angle: 0.305432, obstacle dist: 19.501444, obstacle steering: -0.092349, steer: -0.093503, speed: 70.000000
 yellow line angle: -0.236218, obstacle angle: 0.314159, obstacle dist: 19.426600, obstacle steering: -0.090200, steer: -0.091691, speed: 70.000000
 yellow line angle: -0.230864, obstacle angle: 0.314159, obstacle dist: 19.516920, obstacle steering: -0.088403, steer: -0.093427, speed: 70.000000
 yellow line angle: -0.225780, obstacle angle: 0.314159, obstacle dist: 19.656284, obstacle steering: -0.090163, steer: -0.094051, speed: 70.000000
 yellow line angle: -0.220516, obstacle angle: 0.322886, obstacle dist: 19.676090, obstacle steering: -0.090347, steer: -0.093697, speed: 70.000000
 yellow line angle: -0.213787, obstacle angle: 0.322886, obstacle dist: 19.750820, obstacle steering: -0.090007, steer: -0.090368, speed: 70.000000
 yellow line angle: -0.205730, obstacle angle: 0.331612, obstacle dist: 19.706940, obstacle steering: -0.086227, steer: -0.086933, speed: 70.000000
 yellow line angle: -0.198496, obstacle angle: 0.331612, obstacle dist: 19.849176, obstacle steering: -0.082822, steer: -0.087962, speed: 70.000000
 yellow line angle: -0.046322, obstacle angle: -0.069813, obstacle dist: 19.461311, obstacle steering: -0.051287, steer: -0.054151, speed: 70.000000
 yellow line angle: -0.033116, obstacle angle: -0.052360, obstacle dist: 18.491386, obstacle steering: -0.043463, steer: -0.049931, speed: 70.000000
 yellow line angle: -0.019248, obstacle angle: -0.017453, obstacle dist: 17.426600, obstacle steering: -0.036587, steer: -0.045257, speed: 70.000000
 yellow line angle: -0.004225, obstacle angle: 0.000000, obstacle dist: 16.439585, obstacle steering: -0.030050, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.013045, obstacle angle: 0.034907, obstacle dist: 15.587049, obstacle steering: -0.053014, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.030359, obstacle angle: 0.052360, obstacle dist: 14.566031, obstacle steering: -0.052783, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.047309, obstacle angle: 0.069813, obstacle dist: 13.576860, obstacle steering: -0.052486, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.063650, obstacle angle: 0.087266, obstacle dist: 12.600721, obstacle steering: -0.052129, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.081278, obstacle angle: 0.104720, obstacle dist: 11.686898, obstacle steering: -0.051645, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.099759, obstacle angle: 0.122173, obstacle dist: 10.710385, obstacle steering: -0.051149, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.120611, obstacle angle: 0.148353, obstacle dist: 9.710457, obstacle steering: -0.049682, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.142326, obstacle angle: 0.191986, obstacle dist: 8.790318, obstacle steering: -0.045814, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.166972, obstacle angle: 0.235619, obstacle dist: 7.871121, obstacle steering: -0.041041, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.192280, obstacle angle: 0.279252, obstacle dist: 6.943388, obstacle steering: -0.035001, steer: -0.039214, speed: 70.000000
 yellow line angle: 0.221045, obstacle angle: 0.314159, obstacle dist: 6.025341, obstacle steering: -0.028566, steer: -0.039214, speed: 70.000000
 yellow line angle: -0.117446, obstacle angle: 0.331612, obstacle dist: 19.925215, obstacle steering: -0.053751, steer: -0.065281, speed: 70.000000
 yellow line angle: -0.129823, obstacle angle: 0.322886, obstacle dist: 19.823086, obstacle steering: -0.061604, steer: -0.069972, speed: 70.000000
 yellow line angle: -0.141180, obstacle angle: 0.322886, obstacle dist: 19.591152, obstacle steering: -0.066252, steer: -0.071619, speed: 70.000000
 yellow line angle: -0.151662, obstacle angle: 0.314159, obstacle dist: 19.557655, obstacle steering: -0.068339, steer: -0.073399, speed: 70.000000
 yellow line angle: -0.162345, obstacle angle: 0.314159, obstacle dist: 19.425106, obstacle steering: -0.070096, steer: -0.077448, speed: 70.000000
 yellow line angle: -0.171388, obstacle angle: 0.305432, obstacle dist: 19.460827, obstacle steering: -0.074600, steer: -0.077454, speed: 70.000000
 yellow line angle: -0.178902, obstacle angle: 0.305432, obstacle dist: 19.298365, obstacle steering: -0.074582, steer: -0.077351, speed: 70.000000
